id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4786496366710950,LAiags9P8,1894053795,喜马拉雅豆芽,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行：习近平指出，“一国两制”在香港的丰富实践给我们留下很多宝贵经验，也留下不少深刻启示。只有深刻理解和准确把握“一国两制”的实践规律，才能确保“一国两制”事业始终朝着正确的方向行稳致远O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 18:58,iPhone客户端,,,
4786496282559742,LAia8aJUa,1225689984,何春光Hubit,#香港回归祖国25周年#小河弯弯，向东流。流到香江，去看一看！庆祝香港回归祖国25周年！🇨🇳🇭🇰,,,,香港回归祖国25周年,0,0,0,2022-07-01 18:58,HUAWEI Mate 40 Pro,"['https://wx2.sinaimg.cn/large/490e8b80gy1h3rmm0h6q8j20qo0zknbj.jpg', 'https://wx1.sinaimg.cn/large/490e8b80gy1h3rmm1extij20qo0zkk0s.jpg', 'https://wx4.sinaimg.cn/large/490e8b80gy1h3rmm22ee1j20zk0qo10b.jpg', 'https://wx3.sinaimg.cn/large/490e8b80gy1h3rmm2j1aij21pc0yiajv.jpg', 'https://wx1.sinaimg.cn/large/490e8b80gy1h3rmm30h4uj20qo0zk79e.jpg', 'https://wx3.sinaimg.cn/large/490e8b80gy1h3rmm3ij7vj20no0vkwgn.jpg', 'https://wx3.sinaimg.cn/large/490e8b80gy1h3rmm422eqj20no0vkaey.jpg', 'https://wx1.sinaimg.cn/large/490e8b80gy1h3rmm4n8owj20ns0i4n02.jpg', 'https://wx4.sinaimg.cn/large/490e8b80gy1h3rmm5a8a7j20zk0qodp2.jpg']",,
4786496248747633,LAia4AHER,6292056588,小烦人0627,#一句话祝福香港#越来越好永远一家人#香港回归祖国25周年##烦人一语#稳定富强,,,,"一句话祝福香港,香港回归祖国25周年,烦人一语",2,2,7,2022-07-01 18:58,首先做自己Android,"['https://wx4.sinaimg.cn/large/006ROPlGly1h3rmlgkft0j30u01luakb.jpg', 'https://wx2.sinaimg.cn/large/006ROPlGly1h3tyokk922j30u01ivk43.jpg', 'https://wx4.sinaimg.cn/large/006ROPlGly1h3tyol1lnjj31400u0wjk.jpg']",,
4786496211780173,LAia17t6t,6460169753,爱立熊,#紫荆花盛开MV#超级好听，再来一遍，看，爱立熊打印的方式传递歌声，传递祝福，记录幸福的声音~~香港，明天会更好！#香港回归祖国25周年#L爱立熊的微博视频,,,,"紫荆花盛开MV,香港回归祖国25周年",0,0,1,2022-07-01 18:58,微博视频号,,"http://f.video.weibocdn.com/u0/p5uradf1gx07XhspN3Pq01041200lu7P0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=2raBPPqWWL&KID=unistore,video",
4786496156994133,LAi9VtluB,7351024207,岚图汽车,致敬闪耀的时代，梦想生生不息#香港回归祖国25周年#LVOYAH岚图的微博视频,,,,香港回归祖国25周年,4,3,18,2022-07-01 18:57,微博视频号,,"http://f.video.weibocdn.com/o0/ALAVvwYdlx07XhsqgQS401041200GKef0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=rdut1p8YZu&KID=unistore,video",
4786571930504799,LAk8927jV,1855757243,1905影视频,#李治廷说从小就很明确自己是中国人#@李治廷从小就很明确自己是中国人，已经在北京定居的他认识了很多新朋友，相处得十分开心。李治廷提倡大家，中国很大，探索一下国家各个角落，去享受不同的文化，非常有意义。#香港回归祖国25周年我们在一起#L1905影视频的微博视频,,,李治廷,"李治廷说从小就很明确自己是中国人,香港回归祖国25周年我们在一起",16,21,128,2022-07-01 23:59,微博视频号,,"http://f.video.weibocdn.com/o0/aXrbQJS5lx07XhMJlOlG01041201hsj20E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=KSSAfpE%2F57&KID=unistore,video",
4786571880433598,LAk841ONw,6026800479,汕尾旅行攻略,#刘德华谢霆锋陈伟霆合唱中国人#庆祝香港回归祖国25周年文艺晚会上，刘德华、谢霆锋@锋味和@William威廉陈伟霆一起演唱了《中国人》，热血的舞台与饱含力量的演唱真的太燃了！L新浪娱乐的微博视频,,,"锋味,William威廉陈伟霆",刘德华谢霆锋陈伟霆合唱中国人,0,0,3,2022-07-01 23:58,微博视频号,,"http://f.video.weibocdn.com/o0/zY4lG3gPlx07XhzWojIk0104120331PU0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=Fks6%2FjRw2q&KID=unistore,video",
4786571826168746,LAk7YpSLU,5176230254,云上酒泉,【庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话】O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 23:58,微博 weibo.com,,,
4786571809393934,LAk7WDpN4,7492556537,济南局兖州车务段,#兖车微视角##祝福香港祝福祖国#【2900帧！见证血浓于水的情深……】在香港回归25周年的今天，让我们穿越历史的时空隧道，以2900帧珍贵画面，见证粤港两地风雨同舟和血浓于水的深情……L广州铁路的微博视频,,,,"兖车微视角,祝福香港祝福祖国",0,0,1,2022-07-01 23:58,iPhone客户端,,"http://f.video.weibocdn.com/u0/OYK0DsmOgx07XfWo7Eec01041201cEf50E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=XjUxL3EIVR&KID=unistore,video",
4786571745956808,LAk7QoZDy,7478999311,可爱巴拉隆,晚安宝@卡布叻_周深夜了！！天氣不穩，又下大雨，還是早些睡好了！！你也是啊！！💕晚安曲：《传家》（《传家》电视剧主题曲）K传家#香港回归25周年纪念曲祝福#💕#祝福香港祝福祖国#💕#周深粤语演唱祝福#,,,卡布叻_周深,"香港回归25周年纪念曲祝福,祝福香港祝福祖国,周深粤语演唱祝福",0,1,3,2022-07-01 23:58,QQ音乐,,,
4786571717645520,LAk7Nw4WQ,2195293970,陈忠勇同学,#达人自媒体要闻推荐#庆祝香港回归祖国25周年文艺晚会：《歌唱祖国》L陳忠勇Yoyo的微博视频,,,,达人自媒体要闻推荐,0,0,1,2022-07-01 23:58,微博视频号,,"http://f.video.weibocdn.com/u0/VopDRqUqgx07XhN1Cwfe010412023Ivj0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592154&ssig=KRPkizEtF2&KID=unistore,video",
4786571699552824,LAk7LE57O,2515463507,Halo小确幸,成都今日的晚霞迎接香港回归25周年🎉🎉🎉#香港回归祖国25年#,,香港·尖沙咀,,香港回归祖国25年,0,0,1,2022-07-01 23:58,iPhone客户端,"['https://wx2.sinaimg.cn/large/95eeed53gy1h3rv3g42lkj20u01bjguc.jpg', 'https://wx2.sinaimg.cn/large/95eeed53gy1h3rv3gmph2j21be0zk0un.jpg', 'https://wx3.sinaimg.cn/large/95eeed53gy1h3rv6egob9j23402c07wi.jpg', 'https://wx3.sinaimg.cn/large/95eeed53gy1h3rv6acfwxj23402c0e81.jpg']",,
4786571675174705,LAk7JlIaZ,1813124744,海口网,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话习近平在视察驻香港部队时强调加强部队全面建设提高履行使命能力为推进“一国两制”实践在香港行稳致远作出更大贡献O习近平在视察驻香港部队时强调加强部队全面建设提高履行使命能力为推进“一国两制”实践在香港行稳致远作出更大贡献习近平会见李家超O习近平会见李家超习近平考察香港科学园O习近平考察香港科学园全面从严治党永远在路上总书记这些话语掷地有声O全面从严治党永远在路上 总书记这些话语掷地有声我与总书记“同框”｜化屋村的甜美日子O我与总书记“同框”｜化屋村的甜美日子习言道丨我宣誓！O网页链接,,,,,0,0,0,2022-07-01 23:58,360安全浏览器,,,
4786451373885802,LAgZHgiSe,1598078571,福建东南网,#一人一句话祝福香港#【#福建和香港比你想象的更加亲密#】有一种生活态度，叫“刚刚好”，有一份美好祝福，愿“港港好”。今天是香港回归祖国25周年，祝福香港明天会更好！O福建和香港，比你想象的更亲密via福建发布,,,,"一人一句话祝福香港,福建和香港比你想象的更加亲密",0,0,1,2022-07-01 15:59,微博 weibo.com,"['https://wx3.sinaimg.cn/large/5f40be6bly1h3rhg4soayj20j60y3k10.jpg', 'https://wx2.sinaimg.cn/large/5f40be6bly1h3rhg4ocyjj20j60y3k13.jpg', 'https://wx2.sinaimg.cn/large/5f40be6bly1h3rhg4pmtcj20j60y3ahp.jpg', 'https://wx4.sinaimg.cn/large/5f40be6bly1h3rhg4l6mcj20j60y3786.jpg', 'https://wx3.sinaimg.cn/large/5f40be6bly1h3rhg4yejvj20j60y3k0s.jpg', 'https://wx4.sinaimg.cn/large/5f40be6bly1h3rhg4s2yfj20j60y3dnl.jpg']",,
4786451357370986,LAgZFuVwS,1916333694,云南峨山,【香港各界庆回归洋溢喜庆气氛】连日来，香港各界举办了丰富多样的活动庆祝香港回归祖国25周年。O香港各界庆回归洋溢喜庆气氛,,,,,0,0,0,2022-07-01 15:59,360安全浏览器,,,
4786451331682370,LAgZD73F0,2419711391,活力玉泉,【呼和浩特：小学生巧手作画喜迎香港回归祖国25周年】2022年年6月30日，内蒙古呼和浩特市玉泉区石头巷小学的同学们在老师的指导下，巧手绘制主题儿童画，表达对香港回归祖国25周年的喜悦之情。（摄影：丁根厚）,,,,,0,0,0,2022-07-01 15:59,微博 weibo.com,"['https://wx2.sinaimg.cn/large/9039dd9fly1h3rhfhz44nj20u00jxdis.jpg', 'https://wx2.sinaimg.cn/large/9039dd9fly1h3rhflt1crj20u00jq43d.jpg', 'https://wx4.sinaimg.cn/large/9039dd9fly1h3rhfp7rkcj20u00jctd1.jpg', 'https://wx3.sinaimg.cn/large/9039dd9fly1h3rhfv3fryj20u00jsmzu.jpg', 'https://wx2.sinaimg.cn/large/9039dd9fly1h3rhg0fgt5j20u00jojuu.jpg', 'https://wx1.sinaimg.cn/large/9039dd9fly1h3rhg3ovgtj20u00j6q70.jpg', 'https://wx3.sinaimg.cn/large/9039dd9fly1h3rhg76slpj20u00jljuo.jpg']",,
4786571662332407,LAk7I9MLt,1863944984,上着班的包猪婆,#香港回归25周年大会金句#祝福香港！祝福祖国！愿中国繁荣昌盛！国泰民安！永远爱你,,,,香港回归25周年大会金句,0,0,0,2022-07-01 23:57,HUAWEI P30 Pro,['https://wx2.sinaimg.cn/large/6f198b18gy1h3rv8afcbqj20hs0noabn.jpg'],,
4786571616190680,LAk7DpYtG,2574002772,淮南日报社,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 23:57,HUAWEI P40 5G,,,
4786451306778301,LAgZAsrlr,7588272441,是无敌呀123,今天的天空格外好看香港回归25周年祝福祖国祝福香港,,,,,0,0,0,2022-07-01 15:59,OPPO Reno5 K 5G,"['https://wx2.sinaimg.cn/large/008hxCiZgy1h3rhftdkraj30u0140te7.jpg', 'https://wx3.sinaimg.cn/large/008hxCiZgy1h3rhfu2hvbj30u00u0gp6.jpg', 'https://wx1.sinaimg.cn/large/008hxCiZgy1h3rhfwd89rj33kg2ocnpf.jpg']",,
4786451298386299,LAgZzzbET,2774046380,无线昆明,【庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话】O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 15:59,微博网页版,,,
4786451276890196,LAgZxsUsc,5718332234,SP-68,#香港回归祖国25周年#祝祖国繁荣昌盛,,,,香港回归祖国25周年,0,0,0,2022-07-01 15:59,微博网页版,['https://wx3.sinaimg.cn/large/006eZxr4gy1h3rhes9tjjj30rs15otj2.jpg'],,
4786451193790682,LAgZpfU82,3921809579,活力四子王旗,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 15:59,360安全浏览器,,,
4786571591552954,LAk7B6vZE,3815664603,宜宾公安,【赵立坚：#英国应正视香港已回归25年的现实#】在香港回归祖国25周年之际，英国首相约翰逊发表讲话称，英国“不会放弃香港”，并指责中国没有遵守《中英联合声明》。对此，中国外交部发言人赵立坚表示，英方应该正视香港已回归祖国25年的现实，客观公正看待香港发展，尊重中国主权和统一，停止干涉香港事务和中国内政，不要再给中英关系制造麻烦。#1997年7月1日0时0分0秒#L央视网的微博视频,,,,"英国应正视香港已回归25年的现实,1997年7月1日0时0分0秒",0,0,0,2022-07-01 23:57,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/CiPkzzsFlx07Xhscj7VK01041200mobJ0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592155&ssig=XjF4DE4FgX&KID=unistore,video",
4786571553278427,LAk7xdKRR,1290235475,passion310,今天是个特殊的日子，建党101周年，香港回归25周年，愿我们伟大的祖国繁荣昌盛！同时也是2022年开启下半年的第一天～下半年，要保持微笑下半年，要沉淀自己下半年，要努力拼搏下半年，要坚持自律下半年，要热爱生活下半年，好好爱自己愿上半年所有的遗憾，都是下半年惊喜的铺垫。愿所有的失去，都会以另一种方式归来#Hello七月#,,,,Hello七月,1,0,0,2022-07-01 23:57,iPhone客户端,"['https://wx4.sinaimg.cn/large/4ce76e53gy1h3rv0nme5ej20ti17iu0i.jpg', 'https://wx4.sinaimg.cn/large/4ce76e53gy1h3rv6m5t9wj20t91fr4qp.jpg', 'https://wx4.sinaimg.cn/large/4ce76e53gy1h3rv7xzak2j21900u0tj7.jpg']",,
4786571516315445,LAk7tquW1,1218917552,布庶,#庆祝香港回归祖国25周年文艺晚会#7月1日晚，在庆祝香港回归祖国25周年文艺晚会上，最后唱《歌唱祖国》，没有唱第三段，好像第二段都没有唱，不唱第三段这首歌曲的核心和灵魂，还唱个啥啊！#刘德华谢霆锋陈伟霆唱中国人#,,,,"庆祝香港回归祖国25周年文艺晚会,刘德华谢霆锋陈伟霆唱中国人",1,6,20,2022-07-01 23:57,华为畅享5G,,,
4786571507403983,LAk7sv475,6839527283,任豪POI全球后援会,任豪POI🐬#任豪只此江湖梦#2022/7/1会会总结🎈像夏天共饮的冰镇橘子气泡水你的出现带来丝丝清凉与甜蜜.........................【置顶必看】...........................🇨🇳香港回归25周年！祝福祖国越来越好！O网页链接📝各大职能组招新纳贤中！有想法的仁都来试试！O网页链接....................【果仁日常任务】.......................保护小豪从你我做起🥳O网页链接果仁们辛苦啦🥰看完记得带 #任豪林少辞#打卡噢！交换一个秘密到梦里告诉你晚安好梦@任豪_EVOL文案by：老鹅图源cr：@勇敢小刀打倒困难O网页链接,,,"任豪_EVOL,勇敢小刀打倒困难","任豪只此江湖梦,任豪林少辞",0,3,62,2022-07-01 23:57,任豪POI超话,['https://wx1.sinaimg.cn/large/007sRXubly1h3rv98c1jwj31kw1kwhdt.jpg'],,
4786571384982912,LAk7gkUhy,2337261452,各种纠结矛盾体,#香港回归25周年#我爱的祖国，我爱的香港！祖国繁荣昌盛，香港我会再来！,,,,香港回归25周年,0,1,0,2022-07-01 23:56,iPhone客户端,"['https://wx3.sinaimg.cn/large/8b4fc78cly1h3rv8o5lf8j20np0hsmzj.jpg', 'https://wx4.sinaimg.cn/large/8b4fc78cly1h3rv8nsmn9j20hs0npdks.jpg', 'https://wx1.sinaimg.cn/large/8b4fc78cly1h3rv8oibkxj20hs0np0wq.jpg']",,
4786571368992372,LAk7eBJkg,1242015935,江南紫云英,🇭🇰#晚安#让海风吹拂了五千年，每一滴泪珠，仿佛都说出你的尊严。香港一直是一个荒岛，岛上有一些渔民居住，也有一些小村湾，清朝岛上的居民约3000人。1841年1月26日，第一次鸦片战争后，英国强占香港岛，事后清政府曾试图用武力予以收复，道光皇帝为此发下多道谕旨，但清朝始终不能捍卫领土完整。1842年8月29日，清政府与英国签订不平等的《南京条约》（原名《江宁条约》），割让香港岛给英国。1860年10月24日，中英签订不平等的《北京条约》，割让九龙半岛界限街以南地区给英国。1898年6月9日，英国强迫清政府签订《展拓香港界址专条》（俗称“新界租约”），强行租借九龙半岛界限街以北、深圳河以南的地区，以及200多个大小岛屿，租期99年至1997年6月30日结束）。通过三个条约，英国共占有包括香港岛、九龙和新界总面积达1092平方公里的中国领土，也就是现在整个香港地区的面积。第二次世界大战期间，1941年12月25日（香港人称为“黑色圣诞日”），日军进犯香港，驻港英军无力抵抗，当时的香港总督杨慕琦无奈宣布投降。香港被日本占领，开始了三年零八个月的“日治时期”。1945年9月15日，日本战败后在香港签署降书，撤出香港，香港被英国重新管治。第二次世界大战以后，香港经济和社会迅速发展，成为继纽约、伦敦之后的世界第三大金融中心。不仅成为“亚洲四小龙”之一，也是亚洲金融、服务和航运中心。1997年7月1日，中国政府对香港恢复行使主权，香港特别行政区成立，基本法开始实施。香港进入了“一国两制、港人治港、高度自治”的历史新纪元。#香港回归祖国25周年#,,,,"晚安,香港回归祖国25周年",0,0,9,2022-07-01 23:56,HarmonyOS设备,['https://wx1.sinaimg.cn/large/4a07a8bfly1h3rv88dhaqj20qo0oywif.jpg'],,
4786466430911308,LAhnZ3P4w,1785436750,張學友歌迷會,#张学友#｜#香港回归祖国25周年#-L張學友歌迷會的微博视频,,,,"张学友,香港回归祖国25周年",4971,2353,36992,2022-07-01 16:59,iPhone客户端,,"http://f.video.weibocdn.com/u0/afbvmyJ0gx07Xhki4TWo010412005b3t0E010.mp4?label=mp4_720p&template=720x606.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592155&ssig=zSvs3%2FlZ7Q&KID=unistore,video",
4786466415187930,LAhnXlLCi,2905592373,杭州拥江发布,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O网页链接,,,,,0,0,3,2022-07-01 16:59,微博网页版,,,
4786466410203560,LAhnX0QXe,2816273382,网易时尚频道,#香港到底有多时髦##Wonderland七月刊香港印象#香港回归祖国25周年之际，Wonderland.以“香港印象”为主题，特别邀请中国香港知名摄影师夏永康分享了25张从未曝光的有关香港的记忆。用浓烈的色彩混合着主流文化与地下文化，最终呈现出一个带着一点点忧郁的暧昧香港。,,,,"香港到底有多时髦,Wonderland七月刊香港印象",0,0,1,2022-07-01 16:59,,"['https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj63zy75j223h2qfkjn.jpg', 'https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj64ii36j223h2qf4mp.jpg', 'https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj6597spj223h2qf1ky.jpg', 'https://wx1.sinaimg.cn/large/a7dcebe6ly1h3rj66n4shj223h2qf7wj.jpg', 'https://wx2.sinaimg.cn/large/a7dcebe6ly1h3rj680pwdj223h2qfqv6.jpg', 'https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj691xucj223h2qfqv6.jpg', 'https://wx1.sinaimg.cn/large/a7dcebe6ly1h3rj6a47s7j223h2qf4qq.jpg', 'https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj6bsuq4j223h2qfkjo.jpg', 'https://wx3.sinaimg.cn/large/a7dcebe6ly1h3rj6dbp6gj223h2qfhdu.jpg']",,
4786466386085810,LAhnUpxce,2412731132,三明消防,【原驻港部队战士祝福香港回归25周年】浙江绍兴，消防员钦陈裕曾是一名驻香港部队战士。衣衫虽改，初心不忘，他用行动诠释着信仰的力量。#1997年7月1日0时0分0秒#，至今已过去整整25年，蓝朋友深切祝福祖国繁荣昌盛，香港越来越好~#香港回归祖国25周年#L中国消防的微博视频,,三明,,"1997年7月1日0时0分0秒,香港回归祖国25周年",11,13,32,2022-07-01 16:59,微博视频号,,"http://f.video.weibocdn.com/o0/E1Hixpvxlx07Xhi2DM4001041200rGeD0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686592155&ssig=oC3wzKMz1G&KID=unistore,video",
