screen_name,date_range,total_page,current_page,keyword,mid,uid,p_text,reposts_count,comments_count,attitudes_count
糯米小丸子Ya,2021-07-26:2021-07-27,50,8,双减政策,4663690848115171,7110367898,#双减政策#庆幸自己已经离开了教培行业，不然现在的我也处在随时失业的焦虑中,0,0,1
爱上苏州今吴语,2021-07-26:2021-07-27,50,8,双减政策,4663690731981903,2635423694,"在江南，只有这样的家长才能真正不焦虑 #双减政策的落地能缓解鸡娃焦虑吗#

自家的娃，到底有几斤几两？

一般到了初二（8年级），再马虎大条的家长也能掂量出自家娃的轻重了。

这时候，面临着堪比高考录取率还低的中考，所有家长都坐不住了--是时候拿出自家的本事，替娃早做打算了。

在江南，只有像老张这样的家长，面对渣娃，铺好了读高中国际班（公立&私立都有）对接留学的路，才能真的不焦虑。

然而，遇到了新冠疫情，花了留学的钱，读了个”家里蹲“大学，总归让人郁闷的嗷~~

#如何打破内卷# 收起d",0,0,0
温温wink行QAQ,2021-07-26:2021-07-27,50,8,双减政策,4663690625816174,7074412058,"#O网页链接#
姐妹们，有没有在 k12教培行业工作的啊双减政策一出，我感觉我好焦虑啊有点迷茫了",0,16,11
新侠客行,2021-07-26:2021-07-27,50,8,双减政策,4663690516766322,7360562686,"全国优化生育政策电视电话会议作出重要批示，强调减轻群众生育、养育、教育负担，实施好三孩生育政策。
解读一下，减轻群众的生育，就是医疗负担，养育涉及衣食住行，教育负担就是“双减政策”！看到了吗？近期一系列的政策，都是为了实施好三孩生育政策。相关的医疗，消费，教育等板块大跌不足为奇了！ 收起d",35,239,1802
吴悠九,2021-07-26:2021-07-27,50,9,双减政策,4663689292551778,5571119535,#双减政策# 打开理财软件两眼一黑，又是一片绿油油,0,0,1
个股资讯,2021-07-26:2021-07-27,50,9,双减政策,4663688156418337,6456772530,线上线下 sz300959 “双减”政策落地后 多位省级党委书记密集部署，点击链接查看更多->O“双减”政策落地后 多位省级党委书记密集部署,0,0,0
爱喝可乐的楠哥,2021-07-26:2021-07-27,50,9,双减政策,4663687790727072,6747538905,"这两天“双减”政策真的个热门话题，而且蛋妞竟然都知道了

今天晚上吃完晚饭，蛋妞问我：Baby，你知不知道双减政策啊？会不会对你的工作有影响啊？你不会丢了工作吧？

我真的满脸疑惑🤔，我问他：你怎么知道的？

蛋妞说：我朋友发给我的文章，他说他觉得中国做的非常对！但是，后来我一想，完蛋了，Nan（我的中文名）就在教育机构，怎么办？她不会丢了工作吧？然后我就马上来问你了

知道想着我，心里还是有一丝温暖的 收起d",0,0,2
董辰喜樂,2021-07-26:2021-07-27,50,9,双减政策,4663687652052335,2535332527,双减政策直接倒逼义务教育战场转向素质教育，但父母有钱新青年没钱，市场容量缩窄了不少…,0,0,0
21世纪经济报道,2021-07-26:2021-07-27,50,9,双减政策,4663687531726480,1651428902,"【#新东方好未来转型信号#：经营范围新增多个“合规”项目】几乎在#双减政策#出台前夜，新东方、好未来在苏州市设立的多家公司集体变更了经营范围，堪称线下校外培训机构业务转型的风向标。这些新增经营范围有以下几类：

①从事语言能力、艺术、体育、科技等培训的营利性民办培训服务机构（除面向中小学生开展的学科类、语言类文化教育培训）
②中小学生校外托管服务；幼儿园外托管服务
③以休闲、娱乐为主的动手制作室内娱乐活动；面向家长实施的家庭教育咨询服务；体育健康服务；健身休闲活动；体验式拓展活动及策划

详细解读：O新东方、好未来转型信号：经营范围新增多个“合规”项目 收起d",36,15,57
嗡ong嘛ma呢ni呗bei咪mei吽hong,2021-07-26:2021-07-27,50,9,双减政策,4663687384667115,2835453193,《“双减”政策公布，衡水有所中学比新东方还着急，原因是什么？》近日，关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见印发，意味着“双减”政策实施正式启动。O网页链接,0,0,0
爱写清单的俩娃妈妈,2021-07-26:2021-07-27,50,10,双减政策,4663685061284352,1070678865,现在“双减”政策下来，各种培训机构恐怕会成为历史，接下来的教育任务要教给家长了。@爱编程的魏校长 的这个学霸家长训练营显得太重要了 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP,2,0,1
邓炯源,2021-07-26:2021-07-27,50,10,双减政策,4663684482473984,5897723972,"#双减政策的落地能缓解鸡娃焦虑吗# 作为中年人，我能理解父母的鸡娃。

因为我们这一代，也是自己给自己打鸡血，工作上拼了命地创造价值，只为了自己家庭的生活好一些，但回家一看，发现孩子却好像过于轻松了，心里怎样都不平衡，因为自己的同事，同龄人的孩子都比自己孩子努力，所以能不鸡娃么？

还有另一个原因，是夫妻之间，对孩子成长问题，甚至家庭问题的忽略

我见过一些父母，爸爸把带孩子的责任推给了妈妈，妻子心想，怎么全推给我？孩子你没份的么？但是，自己又没法不面对，于是心想唉随便把，就给孩子报几个班，直接让孩子进入了鸡血模式。

而小孩好像父母那样从小就“加班”了，还体会不到家庭父母的温暖，不仅压力巨大，对家庭，对爱的理解甚至也会扭曲，虽然父母的出发点是好的，但是，孩子也会很缺安全感。

如果做得不好，就会不被认同，就会自然地产生不安全感。这是很多鸡娃孩子成长后的情感模式。

所以，原生家庭的夫妻如果不平衡孩子成长，与夫妻关系的问题，那么对于家里的所有角色都是不利的。那我们该如何做呢？我认为，最基础应该要从夫妻关系的调整开始，

首先，要做梳理。夫妻对于婚姻关系，乃至家庭关系的核心是以什么为主？是以丈夫的事业为主，所有都要遵循男人的事业发展来计划吗？还是以孩子为主，只要孩子需要，砸锅卖铁的成本也要付出？我认为这样都不好，

应该要以家庭，以婚姻为主。

夫妻之间相处好了，孩子才能从父母身上体会到爱，体会到爸妈对自己成长的积极看法，而不是父母不想管了，才把孩子交给老师，小孩也会培养起积极的安全感，成长后，会对情感关系更自如，知道自己是被爱着的。

在生活里，我们不可避免地要面对着各种琐碎事，各种柴米油盐的事，而忽略了婚姻里的感情联结，家庭成员中的情绪体验，有时我们也可以停一停，想一想是不是有必要，是不是应该谈一谈，有互相滋养的关系，才会让人充满力量。 收起d",11,5,8
哇哼唧哼唧,2021-07-26:2021-07-27,50,11,双减政策,4663683328517042,5876512651,"#双减政策# 即将迎来大批量人员失业 我们该何去何从呢？！？？ #双减政策#难道都没有关心因为这个政策会有多少人失业吗？
幸福了孩子，苦了成年人",0,1,4
江苏教育频道,2021-07-26:2021-07-27,50,11,双减政策,4663682972518314,3214781077,#双减政策# 全面规范校外培训！长三角省市相关协会发布倡议书：O全面规范校外培训！长三角省市相关协会发布倡议书,0,1,1
世纪天鸿sz300654,2021-07-26:2021-07-27,50,11,双减政策,4663682926384811,6502071505,世纪天鸿 sz300654 世纪天鸿：“双减”政策对公司主营业务不存在重大影响，点击链接查看更多->O网页链接,1,0,0
三垒股份sz002621,2021-07-26:2021-07-27,50,11,双减政策,4663682808417501,6501761342,美吉姆 sz002621 美吉姆：“双减”政策对公司主营业务不存在重大影响，点击链接查看更多->O网页链接,1,0,0
安子老师,2021-07-26:2021-07-27,50,11,双减政策,4663682732392466,1860093795,如何看待“双减”？校外培训机构彻底凉了吗？学生能否告别内卷？ L如何看待“双减”？校外培训机构彻底凉了吗？学生能否告别内卷？ @优酷 #双减意见如何规范学生作业和校外培训##“双减”政策落地，内卷能停止吗？#,2,1,5
nplx123,2021-07-26:2021-07-27,50,11,双减政策,4663682154632721,3853293122,《俞敏洪怒斥：你对新东方到底有多恨，才能在这种艰难时刻落井下石？》7月27日，一则有关“新东方在公海授课”的微博迅速引起了关注。此前“双减”政策的出炉对新东方教育集团造成了巨大的影响。O网页链接,0,0,0
话痨三鸽,2021-07-26:2021-07-27,50,11,双减政策,4663682069699070,7074764500,"看了中共中央办公厅、国务院办公厅最近发布的文件，全名是《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》，中心思想是有效减轻义务教育阶段学生过重作业负担和校外培训负担（简称“双减”）。可以说是非常严格了，义务教育阶段的课外辅导机构基本凉凉。

配合前段时间的《国家职业教育改革实施方案》（国发〔2019〕4号）和《教育部办公厅关于做好2021年中等职业学校招生工作的通知》，义务教育阶段不准补课，同时中考结束五五分流，我觉得特别好，非常务实。

关于很多人对“双减”的解读是：“双减”会带来更大的不公平。补课机构被取缔之后，只有一对一可以补，势必带来高昂的补课费，这种负担只有富人才能承担的起，于是得到结论说这个政策让穷人更难出头，加剧阶级固化云云。

我觉得不是这样的。

不准补课就是重新划分赛道，是从国家层面把教育竞争限制在更合理的范围内，大家都只能依靠在学校本身的学习，让家长少花钱，让学生少花时间，这才是真正的防止内卷。

在补习时常大幅减少之后，学生整体的课业能力可能会下降，但每个学生各自在群体中的排位是基本稳定的。因为学霸不是补课补出来的，没能成为学霸的学生，都不是因为补课不够多才不是学霸的，分数不行就是智力或者家庭教育不行。

而真正的富人，他们从来都是一对一补课的，原本普通孩子们是大班补课，跟人家就没法比。而且富人和普通人的区别不只是补课本身，是各个方面千差万别天差地远，富人当然会获得更多的资源，一切资源，只是社会主义会让这个程度尽量不要过于夸张。富人和普通人二者本就不是一个世界，没有可比性，以前没有，以后也没有。能在一个赛道互相比较的，从来都是普通人家的孩子。所以我们进行比较和评价的时候，都是普通人家之间互相比较。

况且我认为，“双减”实施之后，普通人之间的竞争变得更良性更公平了。当上学的默认值已经被设置成【不补课】之后，补课的必要性被强行降低，一对一补课成了短期阶段性的针对学习，个别知识点欠缺的时候才需要补课，相比之前大部分学生都要补课的情形，课外补习的总费用应该还会降低，更多的家庭可以从容应对这种需求，所以补课的门槛降低了，仅受经济条件限制而被迫取消补习计划的情况会更少。

换句话说，【同一赛道内部的贫富差距变得不重要了】。

就是更公平了。

至于义务教育段的补课真能完全禁止吗，肯定不能。任何政策法规从来都不是一条线分割黑白的，黑白之间都是一条灰色的区域，这片区域不仅会随着分界线平移，而且随着政策法规的完善和执行力度的增加，灰色区域还会越来越窄。所以政策不导致更大的不公平的前提，是执行力度到位。

再来看前段时间的《国家职业教育改革实施方案》（国发〔2019〕4号）和《教育部办公厅关于做好2021年中等职业学校招生工作的通知》。中心思想是大力加强和发展职业教育，保持高中阶段职普比大致相等，并铺平职业高中毕业生的未来发展道路。

我觉得也挺好。中考结束之后五五分流，是今年就已经在实施的政策了，不过各个高中的分数线并没有巨大的变动，因为真正受到影响的是私立高中，普高的招生人数是基本跟往年持平的，所以会由于这个政策而进入职高的，基本都是原本要上私立高中的学生。

这部分学生是什么人呢，成绩差的要命（不要拿个别地区来抬杠），又非要有个学历，他们高中毕业之后有两条路，相对学得好的能上专科学技术，剩下的全都退学打工（家里有钱的跟普通人不在一条赛道，所以不做比较）。有没有可能努力上个本科呢？基本不可能，普高都上不去就意味着智力不行，习惯不行，咸鱼不会翻身的（而且即便分数能勉强达到本科线，也应该优先选专科，毕竟从这种本科毕业还是很难就业）。对他们来说去专科当然稳妥扎实，好找工作，但是从私立高中毕业的学生大部分是专科也上不去的，他们面临的是就业无比困难：能招他们的地方他们嫌辛苦工资低，不辛苦的地方他们没本事去。这些游手好闲无所事事的年轻人，上学浪费了时间浪费了钱，还成了社会的不安定因素。

造成这个状况的原因是，在家长们的心里，依然保留着【唯学历论】，但其实这个观点已经不再适用于如今的生活了。现在我们不需要那么多大学生，上大学太过容易，学历价值缩水，比较差的那些本科，什么都不教，真的不如不上。学历高了确实厉害，尤其是大厂招人确实会以学历为门槛。但如果孩子已经面临上不了高中了，这个水平是离人家的门槛十万八千里的，在这个水平里，专科比破烂本科强，职高比普高强，强行读下来，就是消耗资源生产混乱。还有个别家长不是从就业角度考量，是从脸面角度考量，觉得本科比专科好听，所以必须上本科，那只能说这些人不配做家长。

五五分流落地之后，帮助家长们摒弃错误观念，让本来就不适合念书的孩子们趁早学有一技之长将来得以安身立命，这是非常务实的办法。另外，职高毕业之后如果想继续学习，可以通过对口升学考试、自考和成考进入专科，以提升自己的专业技能，获得更好的薪资待遇。

那既然都是进入专科，是不是殊途同归政策落地前后没有区别呢？不是的。职高毕业要么手握职业技能直接打工，要么读专科出来再打工（待遇当然会有提高），但这些学生如果是去读了私立高中，那么参照前几段，很多人就会成为社会毒瘤，能安稳打工养活自己的是少数。

有人说职高环境差，对孩子不利什么的。确实是这样。但《方案》的内容就是提升职高的综合水平，具体指标第一句就是“到2022年，职业院校教学条件基本达标”，再加上毕业一直到工作后一条龙的措施，想来职高将来的发展和就业情况，会比现在的私立高中会好很多。

《意见》和《方案》相辅相成，节约了开销，减轻了孩子和家长的压力，还帮成绩不够好的学生铺了一条更踏实有效的路，替他们创造了更好的未来，非常棒。
#废话输出# 收起d",0,2,4
蜘蛛侠守护琳,2021-07-26:2021-07-27,50,11,双减政策,4663681260196513,6511044371,#双减政策#本身的需求没变，这种一刀切的做法只会让人更焦虑。,0,0,2
远地好水,2021-07-26:2021-07-27,50,12,双减政策,4663680635244411,3032804500,"#双减政策##教培双减新政落地# 义务教育阶段文化课辅导班已经被“团灭”，教育部继续出手，严禁在职教师校外有偿补课行为，一经落实，撤销教师资格证！
作为家长，要多学习，少应酬，多陪伴，少看手机。
搜题软件也不能用了，很多家长要重新拾起初高中学习内容，和孩子一起成长吧！ 2清远 收起d",0,1,2
戴戴戴小佳,2021-07-26:2021-07-27,50,12,双减政策,4663680074260258,1856134647,"双减政策落地
我却更焦虑了
今日打卡：
语：1.常爸小古文；2.小古文100课；3.古诗
数：计算1页
英：1.蒲公英拼读；2.牛7二本",0,0,0
__大顺__,2021-07-26:2021-07-27,50,12,双减政策,4663679754440894,2511378521,#双减政策#改革的目的是让主战场真正能够回归到校园，作为家长真的怕越治理越卷得凶残，要想政策真正落地，除了砍杀校外培训机构，提高学校内教育水准、加强教师责任、增加教师待遇也是迫在眉睫,1,1,2
米小蜗牛,2021-07-26:2021-07-27,50,12,双减政策,4663679368565308,1405779600,"#双减意见如何规范学生作业和校外培训#

出发点是好的，政策是烂透了。有钱的家庭可以给孩子请私教，或者家长承担更多给娃讲解的工作。年轻人忙，更不愿意生了。应该是规范课外机构的收费，培训内容，等等，这样也是帮大部分家长减负。把家长弄得精疲力尽，谁愿意生孩子。",0,0,6
网信北辰,2021-07-26:2021-07-27,50,12,双减政策,4663679352832028,6394933755,"【中新天津生态城发布“十四五”规划纲要 着力“碳达峰、碳中和”】
津云新闻讯：7月27日，中新天津生态城举行新闻发布会。记者在会上获悉，近日《中新天津生态城国民经济和社会发展第十四个五年规划和二〇三五年远景目标纲要》正式发布。《纲要》分7章，共3.7万字，全篇坚持“生态之城、智慧之城、幸福之城”的发展定位，坚持“生态+智慧”双轮驱动的基本战略，着重突出在“碳达峰、碳中和”方面的目标、路径和策略，注重彰显在“美丽滨城”建设中的作为和贡献。

《纲要》总结发展基础、分析挑战机遇，展望2035年远景目标，提出“十四五”时期的指导思想和主要目标。经过五年的努力，生态城将成为“高质量发展、高品质生活”的生态之城、智慧之城、幸福之城，成为宜居宜业宜游的国际合作美丽滨海之城，成为“滨城”北部的经济发展引擎和社会配套辐射源，率先建成社会主义现代化建设的先行区。到2035年，成为国际社会建设生态城市、智慧城市的标准范本。

产业聚集 民生改善 建设产城融合示范区

进入“十四五”，生态城将在产业发展方面，着力发展以人的智慧为生产力和以人的健康快乐为重点的主导产业，着手制定主导产业图谱，出台配套政策包，打造滨海“数字谷”“生命谷”，高标准建设国家全域旅游示范区，加强自主创新原始创新，塑造国际一流营商环境，主导产业实现由“单点突破”到“集群效应”跨越，切实增强经济韧性。在增进民生福祉方面，实施名校云集、名医名院战略，树立“共同缔造”治理标杆。社会配套由“基本满足”向“均衡充分”跨越，增强城市功能，满足人民群众对美好生活的向往。

优化提升人居环境 建设绿色发展示范区

“十四五”期间，生态城全面推行2.0指标体系，做实做细无废城市、海绵城市、盐碱地治理等发展策略，实现生态城市内涵升级、标准升级、技术升级、规模升级和示范升级。围绕“碳达峰、碳中和”战略，沿循“低碳-超低-近零-净零”的减碳路径，着重在可再生能源和绿色建筑两个领域打出品牌，打造一批零碳建筑、零碳社区、零碳园区、零碳岛等示范单元，近期，生态城与国网电力滨海分公司签署了合作协议，通过构建以绿色能源为主体的新型电力系统，深入落实“双碳”发展战略，同时结合新加坡生物多样性指数体系，推出适合北方海滨城市特点并在京津冀具有引领作用的生态产品价值实现机制。到2025年，环境治理从“涵养修复”向“立体生态”跨越，打造生态城市升级版，树立一流人居环境样板。

凸显示范引领作用 建设智慧城市示范区

进入“十四五”，生态城将对照国内智慧城市标杆和国家新一代人工智能创新发展核心区的目标定位，深入落实智慧城市指标体系，综合推动智慧城市前后端建设。面向前端建设，从“边、网、云、端”四个核心要素入手，建好智慧城市物理设施和软件应用，不断提升巩固综合运营中心和“物、数、人”承载平台，不断丰富智慧应用场景。面向后端管理，管好智慧城市数据资源，持续迭代升级智慧场景，完善基础设施、系统平台、应用数据集约运维机制。通过建管并重，形成一批可复制推广的高水平人工智能应用解决方案，凸显在人工智能先锋城市建设中的核心示范引领作用，智慧城市由“试点示范”向“全域覆盖”跨越。

深化中新务实合作 建设国际合作示范区

进入“十四五”，生态城紧紧抓住新一轮改革开放的重大机遇，着眼生态城新十年发展，软硬结合，赋予中新合作新的内涵。着眼引进来，植入更多新加坡元素，借助中新双方合作机制，在产业引育、人文交流、城市治理、花园城市等方面，更多借鉴新加坡发展经验。着眼走出去，推进发展经验复制推广，建立可持续发展研究中心和生态城经验推广中心，丰富复制推广的平台和载体；以主导编制ISO国际标准为契机，将生态城践行可持续发展模式的实践上升为国际通行标准，在国际舞台上充分突显生态城的示范引领价值，生态城经验复制推广由“交流借鉴”向“品牌运营”跨越，进一步发挥示范引领作用，打造国际化城市品牌。（津云新闻记者 陈汝宁） 收起d",0,0,0
OhGoodtimes,2021-07-26:2021-07-27,50,13,双减政策,4663678471505943,2885285412,"这波“双减”之下，在培训机构工作的大家多少有些焦虑在准备跑路。但是谈及续费的时候，上海的家长们好像并没有意识到“双减”政策带来的变化，关心的仍然是选择哪种补课方式而不是是否补课。

“不怕千万人阻挡，只怕自己投降。”送给翼总啊在政策之下积极寻求出路吧",1,3,4
东北史海钩沉,2021-07-26:2021-07-27,50,13,双减政策,4663677187262009,6386410528,"史上最大规模的资本团灭了。

昨天“双减”政策出台，精准打击各类教培行业，市值超万亿。

『新东方存亡之际的内部会议：有人建议转型做托儿所，俞敏洪没忍住哭了』O新东方存亡之际的内部会议：有人建议转型做托儿所，俞敏洪没忍住哭了",1,0,5
宿州市教体局,2021-07-26:2021-07-27,50,13,双减政策,4663676268711508,3174933922,#宿教“双减”在进行## 【“双减”是为学生整体减负 避免“校内减负 校外增负” 】提高学校教育质量、提升课后服务水平，落实“双减”政策，学校如何发挥好“主阵地”作用？#宿教话吧##“双减”政策来了，家长还焦虑吗？# LCETV新闻的微博视频,0,0,0
一说言语,2021-07-26:2021-07-27,50,13,双减政策,4663675501416206,2938768553,时事多变。之前一直以为教育、医疗、养老是未来三大黄金赛道，但是最近国家“双减”政策出台，校外培训重创，未来赛道估计就剩医疗和养老了,0,0,1
21世纪教育hk01598,2021-07-26:2021-07-27,50,14,双减政策,4663672516118035,6633897585,２１世纪教育 hk01598 21世纪教育：部分业务营运可能受到双减政策影响，点击链接查看更多->O21世纪教育：部分业务营运可能受到双减政策影响,1,0,0
育见新闻,2021-07-26:2021-07-27,50,14,双减政策,4663672075453282,6020516658,【“双减”是为学生整体减负 避免“校内减负 校外增负” 】提高学校教育质量、提升课后服务水平，落实“双减”政策，学校如何发挥好“主阵地”作用？#双减政策# #“双减”政策来了，家长还焦虑吗？# LCETV新闻的微博视频,143,387,1506
小小郭不想长大,2021-07-26:2021-07-27,50,14,双减政策,4663671843724828,3939900018,"双减政策引发的连锁反应
孩子不用补课➡️开辅导班的活不下去了➡️教育股崩盘；

孩子不补课➡️眼睛变好了➡️眼科崩盘；

孩子不补课➡️妈妈周末有时间了➡️没时间做美容➡️医美崩盘；

孩子不补课➡️爸爸要辅导孩子写作业➡️没时间出去喝酒➡️白酒崩盘；

孩子不补课➡️爸爸没时间出去喝酒➡️身体好了➡️不用养肝 也不需要创新药➡️医药崩盘。

似乎好像也能说通的亚子 收起d",0,0,2
世纪天鸿sz300654,2021-07-26:2021-07-27,50,15,双减政策,4663670568652203,6502071505,世纪天鸿 sz300654 世纪天鸿：“双减政策”对主营业务不存在重大影响，点击链接查看更多->O世纪天鸿：“双减政策”对主营业务不存在重大影响,1,0,0
中泰国际官方账号,2021-07-26:2021-07-27,50,15,双减政策,4663669861127755,7275977971,"【泰有财·研究服务】
【教育】因“双减”政策职业教育遭误伤；长期布局优质民办高教
近期高等教育/职业教育板块因教培行业出台“双减”重锤，投资气氛受到严重影响。我们认为高教机构不受“双减”政策内的条例影响。高教行业在办学资质、师资、土地、学额等都一直以来受到严格监管。《民促法》已经将民办教育定位，支持发展民办高等教育的方向明确。近年，国家更支持职业教育发展，民办教育肩负着职业教育的发展的重任。所以，未来职业教育受到更严格的政策约束的概率不大。我们认为这次职业教育遭“双减”政策误伤，待市场对政策消化后，建议长期布局优质民办高等教育板块。建议关注中教控股、希望教育、新高教、宇华教育等。

追蹤中泰金融国际，定期更新市场研究报告，让您投资更得心应手，关注我们取得最即时资讯！
#中泰国际##植根香港深耕中国##泰有财##研究服务# 收起d",0,0,0
超源女人,2021-07-26:2021-07-27,50,15,双减政策,4663669303282547,5977214282,搞什么双减政策啊小学生都没作业写了,0,3,3
刀尖上起舞d_美少女,2021-07-26:2021-07-27,50,16,双减政策,4663668597327907,5103729356,#双减政策#一边让我失业，一边让我生三个娃，我拿啥养啊,0,4,8
世纪天鸿sz300654,2021-07-26:2021-07-27,50,16,双减政策,4663668480414790,6502071505,【公告】世纪天鸿 sz300654 世纪天鸿：关于教育行业双减政策对公司主营业务不存在重大影响的公告 点击查看 O网页链接,1,0,0
描述我的模样,2021-07-26:2021-07-27,50,16,双减政策,4663668324962381,5715767416,"#双减政策#
我太难了
19年毕业 工作刚有起色 新冠来了
这两年不断摸索 现在干的不错 行业要黄了

出政策前能不能考虑下努力且无辜的我们 2杭州·城西",0,5,0
Katherine3112524371,2021-07-26:2021-07-27,50,16,双减政策,4663668262309309,3112524371,#双减政策#想要成为一个优秀老师的梦想在这么年轻的年纪就结束了 真的很难过。,0,0,4
雪二姐姐_360_362,2021-07-26:2021-07-27,50,17,双减政策,4663663770732867,2194670734,珠海恒大林溪郡(香洲)同时，S1S2地块西侧规划建设12班幼儿园（北校区），S6/S7地块西侧规划建设12班幼儿园（南校区）和36班小学。珠海恒大林溪郡(香洲)整个项目集居住、文化教育、休闲娱乐、商业金融等为一体的大型生态综合体，满足业主一站式生活所需。|#模拟人生中最让你上头的一幕是什么#，周周珍可爱#狙击手为啥不参赛奥运会射击#，珠海恒大林溪郡(香洲)4.“没有人逼你离开家乡去一个陌生的地方。珠海恒大林溪郡(香洲)可是，你还是义无反顾的这么做了。因为我们的故乡，放不下我们的梦想，珠海恒大林溪郡(香洲)我们想要了解更大的世界。因为我们的心里，始终放着我们的梦想，始终不想放弃。珠海恒大林溪郡(香洲)因为我们年轻，我们想要拥有的更多”|#双减政策的落地能缓解鸡娃焦虑吗# 收起d,0,60,60
想做rapper的白日梦想家,2021-07-26:2021-07-27,50,17,双减政策,4663663695240022,3822945344,"#每天一个离职小技巧# 不用更了
#双减政策# 来了
这不马上就要退休了么
我想想我有什么一技之长",0,6,0
佳发安泰sz300559,2021-07-26:2021-07-27,50,17,双减政策,4663663027558388,6502071222,佳发教育 sz300559 佳发教育、博瑞传播紧急撇清“双减”政策影响 专家建议向职业培训及老龄人口提供养生健康服务等方向转型，点击链接查看更多->O网页链接,0,0,0
三垒股份sz002621,2021-07-26:2021-07-27,50,17,双减政策,4663662817843631,6501761342,【公告】美吉姆 sz002621 美吉姆：关于教育行业双减政策对公司主营业务不存在重大影响的自愿性信息披露公告 点击查看 O网页链接,1,0,0
八月俊杰,2021-07-26:2021-07-27,50,17,双减政策,4663662772228100,5953250708,"市场出现大幅下跌的原因：

1、“双减政策”的出台，引发教育股的大跌，这个在上周五美股市场的“中概教育股”大跌就已经体现出来了，周末消息面继续发酵，所以成为今天A股下跌的导火索；

2、机构抱团蓝筹股的业绩不及预期，水井坊二季度扣非净利润亏损直接将整个白酒板块带崩，而白酒作为众多消费板块的锚，它的下跌导致其他板块跟随调整，恐慌情绪随之扩散；

这是最核心的两个原因，冲击的主要是市场情绪，“双减政策”影响的毕竟只是局部板块，所以影响有限；而消费蓝筹的下跌有利于获利筹码的出清，加速杀跌有望给市场腾出中长期的上涨空间！看懂了这些，市场的下跌就没必要过度恐慌了！耐心等待企稳后的机会！ 收起d",0,0,4
博瑞传播sh600880,2021-07-26:2021-07-27,50,17,双减政策,4663662440616056,6500548609,博瑞传播 sh600880 佳发教育、博瑞传播紧急撇清“双减”政策影响 专家建议向职业培训及老龄人口提供养生健康服务等方向转型，点击链接查看更多->O网页链接,1,0,0
天府scu美日坊,2021-07-26:2021-07-27,50,17,双减政策,4663661959055956,1580522747,张邦鑫同学受到“双减”政策的财富损失最大，关键因素是没有得到母校四川大学、北京大学的有力保护。三年前在四川出台类似的地方政策后才勉强向川大捐赠5000万，而他中途退学的北大就不捐，伤透了北大的心，才有了李永新学长向北大捐赠10亿元时的表态：捐款首先要捐给北大，有条件了再捐100亿。 【俞敏洪张邦鑫同行冤家相遇 互评竞争最好的方式是向对手学习】11月25日，在GES2019未来教育大会上，新东方教育科技集团董事长@俞敏洪 和好未来教育集团创始人兼首席执行官@张邦鑫 对话，俞敏洪调侃新东方和好未来形成了冤家之间既是竞争又是合作的良好局面。LNBD视频的微博视频,0,0,0
Li___li,2021-07-26:2021-07-27,50,18,双减政策,4663661412483713,2916778351,“双减”政策落地了，线上少儿英语到底会怎么样？阿卡索还有不到一百节课没上完，客服说不会停课，他们属于语言能力类不属于学科培训，我怎么有点儿怀疑呢,0,0,13
vastgold,2021-07-26:2021-07-27,50,18,双减政策,4663661106567001,1401599135,因为“双减”要砍掉所有的课外学科辅导，但事实上学生的课外辅导并不会减少，只不过将会以“私人”取代机构，“黑辅导”势必会如雨后春笋般地遍地开花。课外辅导一直都有，只是这十几年由私人发展成了机构，从“地下”走向了公开，走向了资本运作，#教培双减新政落地# 不过是转了一圈将课外辅导又打回到最原始的状态罢了！正规的课外教辅机构其实更便于管理，也会合法纳税，而转为地下的“黑辅导”则一直是监管的真空地带。而当下的中国真正应该痛下狠手“减”的应该是网络游戏！游戏和课外辅导哪个对青少年的伤害更大？没有了课外辅导，空出来的时间孩子们会不会有更多的精力和时间成迷于网络游戏中？@广州教育局 #双减意见如何规范学生作业和校外培训##双减政策的落地能缓解鸡娃焦虑吗##教育部十答如何推进双减工作#教育部 收起d,1,0,2
个股资讯,2021-07-26:2021-07-27,50,18,双减政策,4663660553701097,6456772530,世纪天鸿 sz300654 投资者提问：董秘好，既然国家最新出台的双减政策对公司业务是利好，为什么不及...，点击链接查看更多->O投资者提问：董秘好，既然国家最新出台的双减政策对公司业务是利好，为什么不及...,0,0,0
ShawnTom,2021-07-26:2021-07-27,50,18,双减政策,4663660402181465,5370984404,#双减政策#教培行业一片哀嚎，同时也愁坏了家里条件好却孩子成绩差的父母，预测以后学师范教育专业的女生更吃香了。,0,5,4
爵学英语,2021-07-26:2021-07-27,50,18,双减政策,4663659751540807,7311746596,英语Elly老师讲“双减”政策的影响 L爵学英语的微博视频,0,1,0
网络传播研究,2021-07-26:2021-07-27,50,19,双减政策,4663659639606362,1901698813,【今日微议：“双减”政策能治好教育内卷吗？】编者按：校外培训，一直是广大中小学生节假日的传统项目，有着异常庞大的资本市场。实质是优质教育资源的稀缺滋生的非理性竞争。7月24日，《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》正式公布，重拳整治教培市场，现有学科类培训机构统一登记为非营利性机构，强化学校教育主阵地作用。一剂强心针后，教育能回归理性吗？教培行业又该指向何方？ 收起d,1,0,3
