id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4786011765475102,LA5yEmYk6,5103377835,阆中公安,【#香港满满红色迎回归纪念日#】大街小巷满挂国旗与区旗，维港两岸灯光璀璨，庆祝的横幅随处可见。25载春秋可鉴，这抹最美的中国红，一直都在！#香港回归祖国25周年#，期待香港再开新篇！一起传递！祝福#香港会更好#！,,,,"香港满满红色迎回归纪念日,香港回归祖国25周年,香港会更好",0,0,0,2022-06-30 10:53,HUAWEI Mate 40 Pro,"['https://wx4.sinaimg.cn/large/005znfHJly1h3q2yrrxj4j30qo1bf16m.jpg', 'https://wx1.sinaimg.cn/large/005znfHJly1h3q2ysil21j30qo1bftid.jpg', 'https://wx1.sinaimg.cn/large/005znfHJly1h3q2ytafv5j30qo1bfaio.jpg', 'https://wx3.sinaimg.cn/large/005znfHJly1h3q2yubdtkj30qo1bf7j8.jpg', 'https://wx2.sinaimg.cn/large/005znfHJly1h3q2yv0xeej30qo1bfakn.jpg', 'https://wx4.sinaimg.cn/large/005znfHJly1h3q2yvtg2yj30qo1bftjn.jpg', 'https://wx1.sinaimg.cn/large/005znfHJly1h3q2ywpcqyj30qo1bfdqj.jpg', 'https://wx2.sinaimg.cn/large/005znfHJly1h3q2yxe39bj30qo1bfahn.jpg', 'https://wx1.sinaimg.cn/large/005znfHJly1h3q2yy5n38j30qo1bf7a7.jpg']",,
4786011743978589,LA5yCgH0N,2632236847,香港文匯網,【庆回归|社会各界对回归25周年的祝愿】今年7月1日是香港回归祖国25周年纪念日，香港多处都挂起国旗、区旗及庆回归标语，市面处处洋溢着喜庆氛围。社会各界人士表示，期盼在新一届特区政府引领下，香港迎接更美好的未来。O【點仔周記】慶回歸|社會各界對回歸25周年的祝願L香港文匯網的微博视频,,,,,1,1,20,2022-06-30 10:53,微博视频号,,"http://f.video.weibocdn.com/o0/kWUuVbw5lx07Xfkd1gcE01041201Jodj0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636221&ssig=c4I8oFEhLc&KID=unistore,video",
4786571187847453,LAk6WwVtP,3921809579,活力四子王旗,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 23:56,HUAWEI Mate 40 Pro,,,
4786510887125366,LAixGtTDg,5388131618,新剧情报室,#井胧原名井岗威#井胧发文纪念香港回归25周年，然后并说出了自己原名叫井岗威，寓意着香港回归威风凛凛，现在25年过去了，小朋友也长大祖国也变得更强大了，感谢时间的馈赠#井胧爸爸曾给井胧取名井岗威#,,,,"井胧原名井岗威,井胧爸爸曾给井胧取名井岗威",0,0,0,2022-07-01 19:56,微博轻享版,"['https://wx2.sinaimg.cn/large/005SE3aGly1h3roakuxq8j30u014kjwv.jpg', 'https://wx1.sinaimg.cn/large/005SE3aGly1h3roakv9mnj313z0u0jyy.jpg', 'https://wx3.sinaimg.cn/large/005SE3aGly1h3roak1b1nj31900u0jto.jpg', 'https://wx4.sinaimg.cn/large/005SE3aGly1h3roal6wwhj30u0190gqh.jpg', 'https://wx1.sinaimg.cn/large/005SE3aGly1h3roaknbkpj31900u0aei.jpg', 'https://wx2.sinaimg.cn/large/005SE3aGly1h3roaklm9pj318z0u0jv8.jpg']",,
4786541119145372,LAjkrCn80,1892753605,四川农业大学招生,四川农业大学#微资讯#今天是香港回归25周年纪念日，和小招一起来看看香港回归二十五载的发展历程吧～一起祝愿祖国统一、繁荣昌盛！（cr：四川农业大学微信公众号）O一组图带你看香江之畔的1997-2022,,,,微资讯,0,3,5,2022-07-01 21:56,nova7你在焦点在,"['https://wx3.sinaimg.cn/large/70d120c5gy1h3rrraimzqj20u03dl17q.jpg', 'https://wx4.sinaimg.cn/large/70d120c5gy1h3rrrbmvumj20u06u64qp.jpg', 'https://wx3.sinaimg.cn/large/70d120c5gy1h3rrrdhfx7j20u065l1kx.jpg', 'https://wx2.sinaimg.cn/large/70d120c5gy1h3rrrg578bj20u064g4qp.jpg', 'https://wx4.sinaimg.cn/large/70d120c5gy1h3rrrih7c9j20u065f1kx.jpg', 'https://wx3.sinaimg.cn/large/70d120c5gy1h3rrrkzdfuj20u06pc7wh.jpg']",,
4786510882671454,LAixGbcXY,2301237615,SHINHWA星儿,江华庆祝香港回归25周年，祝愿祖国繁荣昌盛，人民幸福美满安康LSHINHWA星儿的微博视频,,,,,1,2,10,2022-07-01 19:56,江华超话,,"http://f.video.weibocdn.com/u0/4JcgyP65gx07XhwpdV9K01041200XatW0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636221&ssig=gAxQAZwm7I&KID=unistore,video",
4786510870615275,LAixF2A3N,2647281473,资阳消防,资资话消防【原驻港部队战士祝福香港回归25周年】浙江湖州，消防员钦陈裕曾是一名驻香港部队战士。衣衫虽改，初心不忘，他用行动诠释着信仰的力量。#1997年7月1日0时0分0秒#，至今已过去整整25年，蓝朋友深切祝福祖国繁荣昌盛，香港越来越好~#东方之珠##为了25年前的0点练习了上万次#L中国消防的微博视频,,,,"1997年7月1日0时0分0秒,东方之珠,为了25年前的0点练习了上万次",1,18,18,2022-07-01 19:56,资资话消防超话,,"http://f.video.weibocdn.com/o0/E1Hixpvxlx07Xhi2DM4001041200rGeD0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636221&ssig=S4BNSi7Wd%2F&KID=unistore,video",
4786011735589696,LA5yBns8o,3059282287,香港经济导报,【#香港同胞对祖国的贡献习主席如数家珍#】“梁振英先生1978年就到深圳、上海等地免费举办西方土地经济管理制度的讲座”，“梁定邦先生、史美伦女士帮助创建证券市场有关的监管制度，只拿‘一元人民币’的象征性年薪”……对于香港同胞为祖国发展做出的贡献，习近平主席记得十分清楚。殷殷嘱托，深深期许，传递着习主席对香港一如既往的亲切关怀和坚定支持。#香港牵动习主席的心##香港回归祖国25周年#L央视新闻的微博视频,,,,"香港同胞对祖国的贡献习主席如数家珍,香港牵动习主席的心,香港回归祖国25周年",1,0,1,2022-06-30 10:52,微博视频号,,"http://f.video.weibocdn.com/o0/AO166sfalx07Xfgd9Uso01041203IWQX0E020.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636221&ssig=t2PhVJsE2Z&KID=unistore,video",
4786571063330358,LAk6KdYns,1824398837,吉和网,【庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话】O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 23:55,微博 weibo.com,,,
4786571057826525,LAk6JwQ2h,1165975013,扎西德勒·天珠收藏,#香港回归祖国25周年#🇨🇳🇭🇰罗大佑深情演唱《东方之珠》，30年前风靡大街小巷，太经典了。#庆祝香港回归祖国25周年文艺晚会#L扎西德勒·天珠收藏的微博视频,,,,"香港回归祖国25周年,庆祝香港回归祖国25周年文艺晚会",21,8,134,2022-07-01 23:55,微博视频号,,"http://f.video.weibocdn.com/o0/TabkEevilx07XhMSmTv201041202kScN0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=z3A2tgYLhl&KID=unistore,video",
4786571058873607,LAk6JBeqH,2190921433,看天上云卷为书,#迎接香港回归25周年#祝福祖国，祝福香港！祝愿我们的祖国繁荣富强！🇨🇳🇭🇰,,,,迎接香港回归25周年,0,0,0,2022-07-01 23:55,iPhone客户端,,,
4786541039719638,LAjkjEMwm,2512254557,汉中中院,【赵立坚：#英国应正视香港已回归25年的现实#】在香港回归祖国25周年之际，英国首相约翰逊发表讲话称，英国“不会放弃香港”，并指责中国没有遵守《中英联合声明》。对此，中国外交部发言人赵立坚表示，英方应该正视香港已回归祖国25年的现实，客观公正看待香港发展，尊重中国主权和统一，停止干涉香港事务和中国内政，不要再给中英关系制造麻烦。#1997年7月1日0时0分0秒#L央视网的微博视频,,,,"英国应正视香港已回归25年的现实,1997年7月1日0时0分0秒",0,0,0,2022-07-01 21:56,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/CiPkzzsFlx07Xhscj7VK01041200mobJ0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=InoMNN01mj&KID=unistore,video",
4786541039716081,LAjkjELAZ,6321540324,深圳卫视深视新闻,#深港双城故事##深港同舟共画发展最大同心圆#【见证！深圳各界热议香港回归25周年庆祝大会】7月1日，庆祝香港回归祖国25周年大会举行，引发深港各界热议。#香港回归祖国25周年#L深圳卫视深视新闻的微博视频,,,,"深港双城故事,深港同舟共画发展最大同心圆,香港回归祖国25周年",1,0,4,2022-07-01 21:56,微博视频号,,"http://f.video.weibocdn.com/u0/zOFeXFmxgx07XhEE5xT201041201ALEo0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=YRERNPTK5N&KID=unistore,video",
4786571058090652,LAk6JxWKo,5117607633,安阳市第三十二中学,#紫荆花盛开手势舞#【分享！#祝福香港手势舞#】“永远的紫荆花，要飞翔啊，纵有浪花”“说不尽的牵挂，有我在啊，温暖的家”。近日，@央视新闻为庆祝#香港回归祖国25周年#创作的歌曲《紫荆花盛开》上线。不少网友晒出自编的手势舞↓↓一起祝福香港！L央视新闻的微博视频,,,央视新闻,"紫荆花盛开手势舞,祝福香港手势舞,香港回归祖国25周年",0,0,0,2022-07-01 23:55,HarmonyOS设备,,"http://f.video.weibocdn.com/o0/PDwHNrwmlx07XhE1uHEQ01041200CRT90E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=X1Ej4Jj9Pw&KID=unistore,video",
4786570991503754,LAk6D6jc6,2794827000,一帆风顺TF1008,七月一日星期五晴经历百年沧桑风雨，香港回归祖国怀抱，今天是香港回归25周年，祝贺香港回归祖国，愿香港越来越好！愿祖国国泰民安！繁荣富强！🇨🇳🇨🇳🇨🇳🇭🇰🇭🇰🇭🇰,,,,,0,0,0,2022-07-01 23:55,荣耀8X,,,
4786541001706050,LAjkg79OW,2540201414,广西共青团,广西青联香港特邀委员祝福香港回归祖国25周年#庆祝香港回归祖国25年##庆祝中国共产党成立101周年##二十大正青春#L广西共青团的微博视频,,,,"庆祝香港回归祖国25年,庆祝中国共产党成立101周年,二十大正青春",0,1,9,2022-07-01 21:56,微博视频号,,"http://f.video.weibocdn.com/u0/ZaeLPfASgx07XhEDyySc01041200HgzF0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=NH0QH%2BP5OF&KID=unistore,video",
4786540972346343,LAjkd9Qof,3891991160,山西云媒体,【#90后小伙制作叶雕祝福香港#】7月1日，山东聊城。“90后”小伙制作叶雕庆祝#香港回归祖国25周年#。小伙表示，在这个特殊的日子里，想通过自己比较擅长的方式，祝福香港的明天越来越好。L人民视频的微博视频,,,,"90后小伙制作叶雕祝福香港,香港回归祖国25周年",2,0,1,2022-07-01 21:56,微博视频号,,"http://f.video.weibocdn.com/o0/gOLABaxTlx07XhcGSxYk010412009Mak0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=28EVDzn83j&KID=unistore,video",
4786570978397236,LAk6Bzevi,7541938323,愿安康愿顺遂,2022年7月1日香港回归25周年，祝福香港、祝福祖国也祝自己七一快乐！O绿洲L愿安康愿顺遂的微博视频,,,,,0,0,0,2022-07-01 23:55,微博视频号,,"http://oasis.video.weibocdn.com/o2/ad36Jxbplx07XhMP93P201041200a0tM0E012.mp4?label=mp4_720p&template=720x960.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=9f53ietiYh&KID=unistore,video",
4786072942281888,LA79k9zCE,6613037831,智语慧言,香港高铁西九龙站，欢迎领导人访港。欢迎仪式现场。#守护香港##庆祝香港回归祖国25周年#L智语慧言的微博视频,,,,"守护香港,庆祝香港回归祖国25周年",0,2,6,2022-06-30 14:56,祖国反黑站超话,,"http://f.video.weibocdn.com/o0/48ymLyr0lx07XfAWFvtK01041200MJuD0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=9ReQZa40VX&KID=unistore,video",
4786495300834945,LAi8y3vcR,5889095236,LESSO联塑官微,#舒适你的生活#今天是香港回归祖国25周年纪念日，说起香港，你们会想到什么呢？欢迎来评论区分享哦！#1997年7月1日0时0分0秒#,,,,"舒适你的生活,1997年7月1日0时0分0秒",2,53,45,2022-07-01 18:54,iPhone客户端,['https://wx3.sinaimg.cn/large/006qy2H2gy1h3rmaq4a3kj30rs8x2u0y.jpg'],,
4786540918608345,LAjk7A7qh,3952319369,闻所未文,#庆祝香港回归祖国25周年文艺晚会#【圆满结束在香港的各项活动习近平离开香港】中共中央总书记、国家主席、中央军委主席习近平圆满结束在香港的各项活动，1日中午乘专列离开香港。在香港期间，习近平出席了庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼；分别会见了梁振英、林郑月娥、李家超，以及香港特别行政区行政、立法、司法机关负责人，香港各界代表人士，香港纪律部队代表；看望了中央驻港机构和主要中资机构负责人；视察了驻香港部队；考察了香港科学园，同科研人员、青年创科企业代表等亲切交流。习近平还会见了前来参加庆祝活动的澳门特别行政区行政长官贺一诚。高铁西九龙站内，香港各界代表和少年儿童挥动手中的国旗、特别行政区区旗和鲜花，热烈欢送习近平。大家唱起了《我和我的祖国》《东方之珠》等歌曲，场面热烈温馨。习近平和夫人彭丽媛向欢送队伍挥手道别。丁薛祥、许其亮、沈跃跃、王毅、夏宝龙一同离开香港。#维多利亚港烟花#O圆满结束在香港的各项活动习近平离开香港,,,,"庆祝香港回归祖国25周年文艺晚会,维多利亚港 烟花",0,0,0,2022-07-01 21:55,微博 weibo.com,,,
4786540888197701,LAjk4yoAZ,7346168846,用户7346168846,今日係香港回歸祖國25週年的大好日子❤️❤️❤️💃💃💃香港處處有生機因為在祖國的懷抱，用心欣賞，用心體會，感恩🥰🥰🥰,,,,,0,0,0,2022-07-01 21:55,HUAWEI P30 Pro,"['https://wx3.sinaimg.cn/large/00819M6igy1h3rrogtq5yj31eo12046j.jpg', 'https://wx3.sinaimg.cn/large/00819M6igy1h3rroi1dmmj32k81fwnpd.jpg', 'https://wx4.sinaimg.cn/large/00819M6igy1h3rroivfkqj31hb0u0qhz.jpg', 'https://wx1.sinaimg.cn/large/00819M6igy1h3rrojjqjmj316u0u012s.jpg', 'https://wx2.sinaimg.cn/large/00819M6igy1h3rrokaaqgj31hb0u016b.jpg', 'https://wx3.sinaimg.cn/large/00819M6igy1h3rrom0tjmj32tc21fnpe.jpg', 'https://wx1.sinaimg.cn/large/00819M6igy1h3rrongncnj32tc1arb2a.jpg', 'https://wx3.sinaimg.cn/large/00819M6igy1h3rrooyx70j32tc240e82.jpg', 'https://wx1.sinaimg.cn/large/00819M6igy1h3rroplll2j31400u010k.jpg']",,
4786072897456401,LA79fvhKx,6788499283,微博财经7X24小时,中共中央总书记、国家主席、中央军委主席习近平6月30日下午乘专列即将抵达香港，出席将于7月1日举行的庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼，并视察香港。（央视新闻）O网页链接,,,,,0,0,0,2022-06-30 14:56,财经股票,,,
4786072875172760,LA79dlHFC,2868676035,财联社APP,【习近平即将抵达香港】财联社6月30日电，中共中央总书记、国家主席、中央军委主席习近平6月30日下午乘专列即将抵达香港，出席将于7月1日举行的庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼，并视察香港。(央视新闻)L人民日报的微博视频,,,,,46,0,82,2022-06-30 14:55,微博视频号,,"http://f.video.weibocdn.com/o0/7WsVXrzGlx07XfCPoY2s01041200VzpT0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=TKaNJ5b0JJ&KID=unistore,video",
4786072842144818,LA79a8ZXQ,2735067170,红山网,香港回归祖国25周年特别报道O网页链接,,,,,0,0,0,2022-06-30 14:55,微博网页版,,,
4786495301094978,LAi8y4AQW,1894053795,喜马拉雅豆芽,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话：他强调，25年来，在祖国全力支持下，在香港特别行政区政府和社会各界共同努力下，“一国两制”实践在香港取得举世公认的成功。O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 18:54,iPhone客户端,,,
4786495249974423,LAi8sFQNN,1909377960,起点新闻,【#香港渔民合力捞起被吹落的国旗#】今天上午，香港仔码头，一面国旗被风吹落到海里。路过渔民看到后，合力拿起工具将国旗捞起。网友：这是#刻在骨子里的爱国心#！#香港回归祖国25周年#L央视新闻的微博视频,,,,"香港渔民合力捞起被吹落的国旗,刻在骨子里的爱国心,香港回归祖国25周年",1,2,3,2022-07-01 18:54,微博视频号,,"http://f.video.weibocdn.com/o0/x1aRrVjplx07Xhl7kCDC01041200ogG10E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=0dec003e4dad885964301ff5a1db7715&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=rTML%2F1s2vW&KID=unistore,video",
4786540885315791,LAjk4miSz,5492453247,剥蒜先生,【赵立坚：#英国应正视香港已回归25年的现实#】在香港回归祖国25周年之际，英国首相约翰逊发表讲话称，英国“不会放弃香港”，并指责中国没有遵守《中英联合声明》。对此，中国外交部发言人赵立坚表示，英方应该正视香港已回归祖国25年的现实，客观公正看待香港发展，尊重中国主权和统一，停止干涉香港事务和中国内政，不要再给中英关系制造麻烦。#1997年7月1日0时0分0秒#L央视网的微博视频,,,,"英国应正视香港已回归25年的现实,1997年7月1日0时0分0秒",1,1,0,2022-07-01 21:55,微博视频号,,"http://locallimit.us.sinaimg.cn/o0/CiPkzzsFlx07Xhscj7VK01041200mobJ0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=InoMNN01mj&KID=unistore,video",
4786540855169489,LAjk1lGOR,3052465574,新时代舆情,老马新观察【正在直播：#庆祝香港回归25年大会#暨香港特别行政区第六届政府就职典礼】今天，中共中央总书记、国家主席、中央军委主席习近平将出席庆祝香港回归祖国25周年大会暨#香港特区第六届政府就职典礼#。@人民日报正在直播↓↓祝福香港，祝福祖国！#东方之珠#人民日报的微博直播,,,人民日报,"庆祝香港回归25年大会,香港特区第六届政府就职典礼,东方之珠",0,0,1,2022-07-01 21:55,小米10,,,
4786072829034840,LA798BUne,1013091200,北京王飞鹏,#今晚有料说#据央视新闻消息，中共中央总书记、国家主席、中央军委主席习近平6月30日下午乘专列即将抵达香港，出席将于7月1日举行的庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼，并视察香港。,,,,今晚有料说,2,0,19,2022-06-30 14:55,微博 weibo.com,,,
4786072825105239,LA798lq6z,6313391623,歙县反邪,#迎接香港回归25周年#【正在直播：#庆祝香港回归25周年特别节目#】7月1日，香港回归祖国25年纪念日。中共中央总书记、国家主席、中央军委主席习近平将出席庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼。《庆祝香港回归祖国25周年特别节目》正在播出↓↓一起祝福香港！人民网的微博直播,,,,"迎接香港回归25周年,庆祝香港回归25周年特别节目",16,0,40,2022-06-30 14:55,小米10 青春版 5G,,,
4786495229004476,LAi8qBMtu,1724170577,香港高Sir高松杰,東南傳媒：慶祝香港回歸祖國25週年，香港KOL來一個全國各地來上分了祝賀O网页链接,,,,,0,0,21,2022-07-01 18:54,三星Note20 Ultra 5G,['https://wx1.sinaimg.cn/large/66c4c151gy1h3rmhusb5jj20u016cn4x.jpg'],,
4786495225594442,LAi8qntmW,5581149959,南光骞的女友唐晓晓,#香港回归祖国25年#97年出生，小时候妈妈一直说香港回归你出生，现在香港回归25周年，我也25了,,,,香港回归祖国25年,0,0,0,2022-07-01 18:54,荣耀8X,['https://wx1.sinaimg.cn/large/0065HW3Jly1h3rmhu1rkgj30qo0p0ad7.jpg'],,
4786495220615142,LAi8q2A1E,1894053795,喜马拉雅豆芽,庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话：庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼1日上午在香港会展中心隆重举行。中共中央总书记、国家主席、中央军委主席习近平出席并发表重要讲话。O庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼隆重举行习近平出席并发表重要讲话,,,,,0,0,0,2022-07-01 18:54,iPhone客户端,,,
4786072816716281,LA797sbd7,2341087142,中国江西网,【总台庆祝香港回归祖国25周年主题歌曲《我们会更好》MV上线！】“我们会更好，能做彼此的桥，血脉的源流，汇聚相互的骄傲！”今年是香港回归祖国25周年，中央广播电视总台庆祝香港回归25周年主题曲《我们会更好》MV已正式上线。歌曲由香港著名音乐人陈少琪、张家诚共同创作，香港歌手容祖儿、陈伟霆和内地歌手谭维维、孙楠联袂演唱。戳视频，一起听歌手们分享MV录制背后的故事和他们心目中的香港↓↓L大湾区之声的微博视频,,,,,3,0,0,2022-06-30 14:55,微博视频号,,"http://f.video.weibocdn.com/u0/8nCY9LnSgx07X60c6h8401041202jaG40E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=rlb1Tv4bsD&KID=unistore,video",
4786072813572012,LA797eZf6,2457790840,资阳之声,香港回归祖国25周年特别报道O网页链接,,,,,0,0,0,2022-06-30 14:55,微博 weibo.com,,,
4786072771101134,LA7934Cse,3936431121,汉中发布,【正在直播：#庆祝香港回归25周年特别节目#】7月1日，#香港回归祖国25年#纪念日。中共中央总书记、国家主席、中央军委主席习近平将出席庆祝香港回归祖国25周年大会暨香港特别行政区第六届政府就职典礼。《庆祝香港回归祖国25周年特别节目》正在播出↓↓一起祝福香港！人民日报的微博直播,,,,"庆祝香港回归25周年特别节目,香港回归祖国25年",4,0,0,2022-06-30 14:55,微博 weibo.com,,,
4786495217472382,LAi8pvlUi,1672519561,猛犸新闻,【#90后小伙铅笔芯雕手捧紫荆花#】7月1日，山东淄博。沈靖宇是一名90后美术老师，他用5个小时在直径5毫米的铅笔芯上，裸眼雕刻了手捧紫荆花；沈靖宇表示今天是香港回归祖国25周年，是一个很有纪念意义的日子，想要表达对香港和祖国的祝福。网友：#为祖国笔芯#。@四川观察L四川观察的微博视频,,,四川观察,"90后小伙铅笔芯雕手捧紫荆花,为祖国笔芯",0,0,1,2022-07-01 18:54,微博视频号,,"http://f.video.weibocdn.com/o0/mp32TwEqlx07XhpYuZiU010412006e2F0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1686636222&ssig=aEFt3YSjmM&KID=unistore,video",
4786495187061369,LAi8mtCZ3,6882481489,通行线Toursline,#通通在路上#庆祝香港回归祖国25周年，今天港岛电车和天星小轮可以免费坐薅完免费乘车乘船福利的香港分通要赶紧回家了，一会儿得打台风#在路上看中国#,,,,"通通在路上,在路上看中国",1,10,72,2022-07-01 18:54,,"['https://wx4.sinaimg.cn/large/007vMbPXgy1h3rmhljlp1j32003004qp.jpg', 'https://wx3.sinaimg.cn/large/007vMbPXgy1h3rmholsekj32dm3kgu0x.jpg']",,
4786510736395919,LAixrqPRZ,3058472602,商业布道,【七月有感】今天，是党的生日，101年了。今天，是香港回归祖国25周年的日子。岁月的车轮滚滚，从今天起，驶入了下半年。如果说前半年是辛勤耕耘，那么后半年应该是收获满满。在路上，我们的脚步愈加坚定，风雨相伴，一路前行。#创业##每日一善#创业,,,,"创业,每日一善",18,33,104,2022-07-01 19:55,史上最硬核机型,"['https://wx4.sinaimg.cn/large/b64c969aly1h3ro85w8shj209s09s0sp.jpg', 'https://wx1.sinaimg.cn/large/b64c969aly1h3ro86byolj209s09s3yg.jpg', 'https://wx4.sinaimg.cn/large/b64c969aly1h3ro86jiqvj209s09sjrb.jpg', 'https://wx2.sinaimg.cn/large/b64c969aly1h3ro86wjc9j209s09s74j.jpg', 'https://wx4.sinaimg.cn/large/b64c969aly1h3ro87d41kj209s09sjrg.jpg', 'https://wx1.sinaimg.cn/large/b64c969aly1h3ro87livyj209s09swei.jpg', 'https://wx2.sinaimg.cn/large/b64c969aly1h3ro881y4xj209s09sjru.jpg', 'https://wx4.sinaimg.cn/large/b64c969aly1h3ro88b01mj209s09swev.jpg', 'https://wx3.sinaimg.cn/large/b64c969aly1h3ro88s341j209s09s0t5.jpg']",,
